id:ID,name,entity_type,:LABEL,__name,__id,__drop_price
1491,Broader Semi Category's In Decline,ECON_INDICATOR,Entity,Broader Semi Category's In Decline,1491,False
1492,Broaderm Markets,U.S. Equities,Entity,Broaderm Markets,1492,False
1493,"Broadleaf Partners, LLC",Unspecified,Entity,"Broadleaf Partners, LLC",1493,False
1494,Broker Bets In May,No Category,Entity,Broker Bets In May,1494,False
1495,Broker Recommendation,No Category,Entity,Broker Recommendation,1495,False
1496,Broker Targets,No Category,Entity,Broker Targets,1496,False
1497,Broker's Opinion,Impact,Entity,Broker's Opinion,1497,False
1498,Brokers,Investor,Entity,Brokers,1498,False
1499,Brookfield Real Assets,WBA,Entity,Brookfield Real Assets,1499,False
1500,Bryan Hanson,COMP,Entity,Bryan Hanson,1500,False
1501,Buckeye Health Plan,No Category,Entity,Buckeye Health Plan,1501,False
1502,Buckingham,COMP,Entity,Buckingham,1502,False
1503,Buckingham Research,No Category,Entity,Buckingham Research,1503,False
1504,Budget,Decrease,Entity,Budget,1504,False
1505,Budget Graphics Card Market,No Category,Entity,Budget Graphics Card Market,1505,False
1507,Buffett,BUFFETT Stock,Entity,Buffett,1507,False
1508,Buffett's Berkshire,FIN_INSTRUMENT,Entity,Buffett's Berkshire,1508,False
1509,Buffett's Portfolio,No Category,Entity,Buffett's Portfolio,1509,False
1510,Buffett’s Successors,Next Generation of Billionaires,Entity,Buffett’s Successors,1510,False
1511,Building Momentum,Continue,Entity,Building Momentum,1511,False
1512,Bull Market,Positive_Impact_On,Entity,Bull Market,1512,False
1513,Bull Runs,No Category,Entity,Bull Runs,1513,False
1514,"Bull Street Advisors, LLC",Equity,Entity,"Bull Street Advisors, LLC",1514,False
1515,Bull of the Day,CVX,Entity,Bull of the Day,1515,False
1516,Bull vs Bear Case,No Category,Entity,Bull vs Bear Case,1516,False
1517,Bullish,Two Hundred Day Moving Average Cross,Entity,Bullish,1517,False
1518,Bullish Investors,No Category,Entity,Bullish Investors,1518,False
1519,Bullish Opportunity,No Category,Entity,Bullish Opportunity,1519,False
1520,Bullish Two Hundred Day Moving Average Cross,No Category,Entity,Bullish Two Hundred Day Moving Average Cross,1520,False
1521,Bulls & Bears Of The Week,KO,Entity,Bulls & Bears Of The Week,1521,False
1522,Bulls And Bears Of The Week,No Category,Entity,Bulls And Bears Of The Week,1522,False
1523,Bunge Soybean Crushers,No Category,Entity,Bunge Soybean Crushers,1523,False
1524,Bunge soybean crushers,No Category,Entity,Bunge soybean crushers,1524,False
1526,Burt Wealth Advisors,No Category,Entity,Burt Wealth Advisors,1526,False
1527,Busey Trust CO,iShares Russell –. ETF,Entity,Busey Trust CO,1527,False
1528,Business Insider France,Article,Entity,Business Insider France,1528,False
1529,Business Insider Stock,Not Specified,Entity,Business Insider Stock,1529,False
1530,Business Insurance,TRV,Entity,Business Insurance,1530,False
1531,Business Revenues,ECON_INDICATOR,Entity,Business Revenues,1531,False
1532,Business Segments,No Category,Entity,Business Segments,1532,False
1533,Business in China,No Category,Entity,Business in China,1533,False
1534,Busy Week For Dividend Increases,Interest Rate,Entity,Busy Week For Dividend Increases,1534,False
1535,Buy Recommendation,WMT,Entity,Buy Recommendation,1535,False
1536,Buy Stock,COMP,Entity,Buy Stock,1536,False
1537,Buy Texas Instruments Instead,FIN_INSTRUMENT,Entity,Buy Texas Instruments Instead,1537,False
1538,Buy These 2 Buffett-Owned Stocks,COMP,Entity,Buy These 2 Buffett-Owned Stocks,1538,False
1539,Buy and Hold,Stock,Entity,Buy and Hold,1539,False
1540,"Buy now, pay later stocks",Stock,Entity,"Buy now, pay later stocks",1540,False
1541,Buyback,CAT,Entity,Buyback,1541,False
1542,Buying The Dip,Sentiment,Entity,Buying The Dip,1542,False
1543,C,COMP,Entity,C,1543,False
1544,C M Bidwell & Associates,US Dollar,Entity,C M Bidwell & Associates,1544,False
1545,C-band spectrum action,No Category,Entity,C-band spectrum action,1545,False
1546,C3.ai,CRM,Entity,C3.ai,1546,False
1547,C3.ai Inc.,Impact,Entity,C3.ai Inc.,1547,False
1548,C3.ai Stock,COMP,Entity,C3.ai Stock,1548,False
1549,CAG,DOW,Entity,CAG,1549,False
1550,CAL,COMP,Entity,CAL,1550,False
1551,CALIX,AXOS and NG-PON2,Entity,CALIX,1551,False
1552,CANADA 500,No Category,Entity,CANADA 500,1552,False
1553,CANONICALIZED_ECON_INDICATOR,MRK,Entity,CANONICALIZED_ECON_INDICATOR,1553,False
1554,CANONICAL_COMP,KO,Entity,CANONICAL_COMP,1554,False
1555,CANVA,COMP,Entity,CANVA,1555,False
1556,CAPEX,COMP,Entity,CAPEX,1556,False
1557,CAR,COMP,Entity,CAR,1557,False
1558,CASH,COMP,Entity,CASH,1558,False
1559,CAT,COMP,Entity,CAT,1559,False
1560,CBD,AAPL,Entity,CBD,1560,False
1561,CBD Beverage,No Category,Entity,CBD Beverage,1561,False
1562,CBD Drinks,WBA,Entity,CBD Drinks,1562,False
1563,CBD Hearing,No Category,Entity,CBD Hearing,1563,False
1564,CBD Market,No Category,Entity,CBD Market,1564,False
1565,CBD Stocks,ECON_INDICATOR,Entity,CBD Stocks,1565,False
1566,CCG and DCG Segment,FIN_INSTRUMENT,Entity,CCG and DCG Segment,1566,False
1567,"CCG, DCG & NSG Segments",No Category,Entity,"CCG, DCG & NSG Segments",1567,False
1568,CCL Stock,COMP,Entity,CCL Stock,1568,False
1569,CCUS Solutions,ECON_INDICATOR,Entity,CCUS Solutions,1569,False
1570,CDB Financial,Purchase,Entity,CDB Financial,1570,False
1571,CDC Confirms Second U.S. Case Of Deadly China Virus,COMP Stock,Entity,CDC Confirms Second U.S. Case Of Deadly China Virus,1571,False
1572,CDS,Decrease,Entity,CDS,1572,False
1573,CEC,COMP,Entity,CEC,1573,False
1574,CEO,ECON_INDICATOR,Entity,CEO,1574,False
1575,CEO Conference Appearances,The Week Ahead,Entity,CEO Conference Appearances,1575,False
1576,CEO Pay,Co-move,Entity,CEO Pay,1576,False
1577,CEO of the Year,No Category,Entity,CEO of the Year,1577,False
1578,CEO pay,No Category,Entity,CEO pay,1578,False
1579,CEO stepping down,Impact,Entity,CEO stepping down,1579,False
1580,CEO_Retirement,Health Care,Entity,CEO_Retirement,1580,False
1581,CES,S&P 500,Entity,CES,1581,False
1582,CES Attendees,Product_Launch,Entity,CES Attendees,1582,False
1583,CFM,Positive_Impact_On,Entity,CFM,1583,False
1584,CFO Appointment,No Category,Entity,CFO Appointment,1584,False
1585,CFO transition,FIN_INSTRUMENT,Entity,CFO transition,1585,False
1586,CFRA,COMP,Entity,CFRA,1586,False
1587,CGNT,CGNT Stock,Entity,CGNT,1587,False
1588,CHASE,JPM,Entity,CHASE,1588,False
1589,CHCE,Chico's FAS,Entity,CHCE,1589,False
1590,CHEMICAL,CVX,Entity,CHEMICAL,1590,False
1591,CHEWY,INTC,Entity,CHEWY,1591,False
1592,CHGG,COMP,Entity,CHGG,1592,False
1593,CHIME,FIN_INSTRUMENT,Entity,CHIME,1593,False
1594,CHINA,COMP,Entity,CHINA,1594,False
1595,CHIP,COMP,Entity,CHIP,1595,False
1596,CHIPS,FIN_INSTRUMENT,Entity,CHIPS,1596,False
1597,CHK,US Dollar,Entity,CHK,1597,False
1598,CHMP,COMP,Entity,CHMP,1598,False
1599,CHUBB,MSFT,Entity,CHUBB,1599,False
1600,CI,CAT,Entity,CI,1600,False
1601,CIBC World Markets Inc.,MSFT,Entity,CIBC World Markets Inc.,1601,False
1602,CIGNA,COMP,Entity,CIGNA,1602,False
1603,CINF,S&P 500,Entity,CINF,1603,False
1604,CITI,COMP,Entity,CITI,1604,False
1605,CL,COMP,Entity,CL,1605,False
1606,CLDR Stock,COMP,Entity,CLDR Stock,1606,False
1607,CLL patients,JNJ,Entity,CLL patients,1607,False
1608,CLOUD,COMP,Entity,CLOUD,1608,False
1609,CLVT,COMP,Entity,CLVT,1609,False
1610,CMA,Legal Instrument,Entity,CMA,1610,False
1611,CMCSA,Stock,Entity,CMCSA,1611,False
1612,CMCSA Stock,COMP,Entity,CMCSA Stock,1612,False
1613,CME Group,No Category,Entity,CME Group,1613,False
1614,CME Group Inc Stock,COMP,Entity,CME Group Inc Stock,1614,False
1615,CME Group Stock,COMP,Entity,CME Group Stock,1615,False
1616,CMG,COMP,Entity,CMG,1616,False
1617,CNBC,DOW,Entity,CNBC,1617,False
1618,CNBC Now Tweet Regarding Amazon Business Report,Amazon's Pharmacy Business,Entity,CNBC Now Tweet Regarding Amazon Business Report,1618,False
1619,CNHI,FIN_INSTRUMENT,Entity,CNHI,1619,False
1620,CO2 removal technology,Stock,Entity,CO2 removal technology,1620,False
1621,COCO,S&P 500,Entity,COCO,1621,False
1622,COE,COMP,Entity,COE,1622,False
1623,COF,COMP,Entity,COF,1623,False
1624,COGS,COMP,Entity,COGS,1624,False
1625,COMP,COMP,Entity,COMP,1625,False
1626,COMP Stock,COMP,Entity,COMP Stock,1626,False
1627,COMP: Benjamin Graham,ANALYSIS,Entity,COMP: Benjamin Graham,1627,False
1628,COMP: Benjiamin Graham Detailed Fundamental Analysis,ANALYSIS,Entity,COMP: Benjiamin Graham Detailed Fundamental Analysis,1628,False
1629,COMP: Realty Income Stock,Not Specified,Entity,COMP: Realty Income Stock,1629,False
1630,COMP: S&P Global Inc Stock,Not Specified,Entity,COMP: S&P Global Inc Stock,1630,False
1631,COMPS,MCD,Entity,COMPS,1631,False
1632,COMP_Stock,4_Top_Defensive_Stocks_To_Watch_In_July_2021,Entity,COMP_Stock,1632,False
1633,COMP_UNSPECIFIED,DOW,Entity,COMP_UNSPECIFIED,1633,False
1634,CONGO,oil block,Entity,CONGO,1634,False
1635,COOP,Implicit,Entity,COOP,1635,False
1636,COP,Correlated_With,Entity,COP,1636,False
1637,COP Stock,Correlated_With,Entity,COP Stock,1637,False
1638,CORN,COMP,Entity,CORN,1638,False
1639,COST,Decrease,Entity,COST,1639,False
1640,COST Stock,COMP,Entity,COST Stock,1640,False
1641,COSTA,FIN_INSTRUMENT,Entity,COSTA,1641,False
1642,COSTS,COMP,Entity,COSTS,1642,False
1643,COULD,S&P 500,Entity,COULD,1643,False
1644,COUNTRY,FIN_INSTRUMENT,Entity,COUNTRY,1644,False
1645,COURT,AAPL,Entity,COURT,1645,False
1646,COVID,S&P 500,Entity,COVID,1646,False
1647,COVID Antibody Therapy,MRK,Entity,COVID Antibody Therapy,1647,False
1648,COVID Drug,Not specified,Entity,COVID Drug,1648,False
1649,COVID Pills,MRK,Entity,COVID Pills,1649,False
1650,COVID Vaccine,No Category,Entity,COVID Vaccine,1650,False
1651,COVID antiviral pill sales,ECON_INDICATOR,Entity,COVID antiviral pill sales,1651,False
1652,COVID curbs in China,Not Specified,Entity,COVID curbs in China,1652,False
1653,COVID rules,No Category,Entity,COVID rules,1653,False
1654,COVID test hopes,No Category,Entity,COVID test hopes,1654,False
1655,COVID vaccine demand,Impact,Entity,COVID vaccine demand,1655,False
1656,COVID vaccine patent waiver plan,Drugmakers condemn,Entity,COVID vaccine patent waiver plan,1656,False
1657,COVID-19,Stock,Entity,COVID-19,1657,False
1658,COVID-19 Antiviral Medicines,No Category,Entity,COVID-19 Antiviral Medicines,1658,False
1659,COVID-19 Cases,No change,Entity,COVID-19 Cases,1659,False
1660,COVID-19 Cure,Intensify,Entity,COVID-19 Cure,1660,False
1661,COVID-19 Death Risk,Statins,Entity,COVID-19 Death Risk,1661,False
1662,COVID-19 Drugs Market,ECON_INDICATOR,Entity,COVID-19 Drugs Market,1662,False
1663,COVID-19 Level,KO,Entity,COVID-19 Level,1663,False
1664,COVID-19 Market,Stock,Entity,COVID-19 Market,1664,False
1665,COVID-19 Pandemic,COMP,Entity,COVID-19 Pandemic,1665,False
1666,COVID-19 Pill,No Category,Entity,COVID-19 Pill,1666,False
1667,COVID-19 Pills,No Category,Entity,COVID-19 Pills,1667,False
1668,COVID-19 Rapid Test,No Relation,Entity,COVID-19 Rapid Test,1668,False
1669,COVID-19 Shots,No Category,Entity,COVID-19 Shots,1669,False
1670,COVID-19 Stimulus,Correlated_With,Entity,COVID-19 Stimulus,1670,False
1671,COVID-19 Testing,ECON_INDICATOR,Entity,COVID-19 Testing,1671,False
1672,COVID-19 Therapy,COVID-19 Therapy,Entity,COVID-19 Therapy,1672,False
1673,COVID-19 Treatment,No Category,Entity,COVID-19 Treatment,1673,False
1674,COVID-19 Treatment Approval,Correlated_With,Entity,COVID-19 Treatment Approval,1674,False
1675,COVID-19 Treatments,Impact,Entity,COVID-19 Treatments,1675,False
1676,COVID-19 Vaccine,MRK,Entity,COVID-19 Vaccine,1676,False
1677,COVID-19 Vaccine Candidates,No Category,Entity,COVID-19 Vaccine Candidates,1677,False
1678,COVID-19 Vaccine Work,MRK,Entity,COVID-19 Vaccine Work,1678,False
1679,COVID-19 Vaccines,No Category,Entity,COVID-19 Vaccines,1679,False
1680,COVID-19 pill,MRK,Entity,COVID-19 pill,1680,False
1681,COVID-19 relief efforts,No Category,Entity,COVID-19 relief efforts,1681,False
1682,COVID-19 surge,Negative_Impact_On,Entity,COVID-19 surge,1682,False
1683,COVID-19 uncertainty,Impact,Entity,COVID-19 uncertainty,1683,False
1684,COVID-19 vaccine candidate,ECON_INDICATOR,Entity,COVID-19 vaccine candidate,1684,False
1685,COVID-19 vaccine mandate,Unspecified,Entity,COVID-19 vaccine mandate,1685,False
1687,COVID-19_Crisis,Unspecified,Entity,COVID-19_Crisis,1687,False
1688,COWEN,Pipeline outlooks,Entity,COWEN,1688,False
1689,CPAC,FIN_INSTRUMENT,Entity,CPAC,1689,False
1690,CPI,US Dollar,Entity,CPI,1690,False
1691,CPI Report,Stock,Entity,CPI Report,1691,False
1692,CPU Market,Fed_Rate,Entity,CPU Market,1692,False
1693,CPU shipment delays,FIN_INSTRUMENT,Entity,CPU shipment delays,1693,False
1694,CPU shortage easing in Q1,INTC,Entity,CPU shortage easing in Q1,1694,False
1695,CRASH,COMP,Entity,CRASH,1695,False
1696,CRBN,S&P 500,Entity,CRBN,1696,False
1697,CRBP,Corbus Pharmaceuticals Holdings Inc. Stock,Entity,CRBP,1697,False
1698,CRC Stock,COMP,Entity,CRC Stock,1698,False
1699,CRI,COMP,Entity,CRI,1699,False
1700,CRM,COMP,Entity,CRM,1700,False
1701,CRUDE,COMP,Entity,CRUDE,1701,False
1702,CRWD,COMP,Entity,CRWD,1702,False
1703,CS,COMP,Entity,CS,1703,False
1704,CSCO,COMP,Entity,CSCO,1704,False
1705,CSD Sales,ECON_INDICATOR,Entity,CSD Sales,1705,False
1706,CSL,MMM,Entity,CSL,1706,False
1707,CSX,AXP,Entity,CSX,1707,False
1708,CSX Corp,COMP,Entity,CSX Corp,1708,False
1709,CTVA Stock,COMP,Entity,CTVA Stock,1709,False
1710,CUVUE OASYS Contact Lens With Transitions Light Intelligent Technology,Raise,Entity,CUVUE OASYS Contact Lens With Transitions Light Intelligent Technology,1710,False
1711,CVS,FIN_INSTRUMENT,Entity,CVS,1711,False
1712,CVS Health,COMP,Entity,CVS Health,1712,False
1713,CVS Health Q1 beat,No Action,Entity,CVS Health Q1 beat,1713,False
1714,CVS Health Stock,COMP,Entity,CVS Health Stock,1714,False
1715,CVS Stock,KO,Entity,CVS Stock,1715,False
1716,CVX,COMP,Entity,CVX,1716,False
1717,CWH Stock,COMP,Entity,CWH Stock,1717,False
1718,Cable Industry,COMP,Entity,Cable Industry,1718,False
1719,Cable TV,No Category,Entity,Cable TV,1719,False
1720,Cadence Bank Na,No Category,Entity,Cadence Bank Na,1720,False
1721,Cafe Coffee Day,COMP,Entity,Cafe Coffee Day,1721,False
1722,Cage-free Chicken Test in Latin America,No Category,Entity,Cage-free Chicken Test in Latin America,1722,False
1723,CalAmp,Stock,Entity,CalAmp,1723,False
1724,Caleres Inc.,COMP,Entity,Caleres Inc.,1724,False
1725,California,COMP,Entity,California,1725,False
1726,California Attorney General's Office,FIN_INSTRUMENT,Entity,California Attorney General's Office,1726,False
1727,California Bioenergy,CVX,Entity,California Bioenergy,1727,False
1728,California Diesel,No Category,Entity,California Diesel,1728,False
1729,California Goals,CVX,Entity,California Goals,1729,False
1730,California Refinery,No Category,Entity,California Refinery,1730,False
1731,California Talcum Powder Case,ECON_INDICATOR,Entity,California Talcum Powder Case,1731,False
1732,California Wildfire Payouts,Unknown,Entity,California Wildfire Payouts,1732,False
1733,California bill reporting carbon footprint,FIN_INSTRUMENT,Entity,California bill reporting carbon footprint,1733,False
1734,California oil refinery strike,ECON_INDICATOR,Entity,California oil refinery strike,1734,False
1735,"California, other states",MMM,Entity,"California, other states",1735,False
1736,Caliva,COMP,Entity,Caliva,1736,False
1737,Call Center Disruptions,No Category,Entity,Call Center Disruptions,1737,False
1738,Call Option Trade,No Category,Entity,Call Option Trade,1738,False
1739,Call Options,FIN_INSTRUMENT,Entity,Call Options,1739,False
1740,Call Premium,Raise,Entity,Call Premium,1740,False
1741,Can't specified COMP,WMT,Entity,Can't specified COMP,1741,False
1742,Canaccord Genuity,S&P 500,Entity,Canaccord Genuity,1742,False
1743,Canada,BA,Entity,Canada,1743,False
1744,Canada's corporate watchdog,Canada's corporate watchdog probes Ralph Lauren on alleged use of forced labor in China,Entity,Canada's corporate watchdog,1744,False
1745,Canadian Business,Invests $2B,Entity,Canadian Business,1745,False
1746,Canadian Deal,No Category,Entity,Canadian Deal,1746,False
1747,Canadian court,C$1.43B judgment,Entity,Canadian court,1747,False
1748,Canal Insurance CO Stock,CANAL INSURANCE CO Buys,Entity,Canal Insurance CO Stock,1748,False
1749,Cancellation,BA,Entity,Cancellation,1749,False
1750,"Cancer Prevention, Research And Support",No Category,Entity,"Cancer Prevention, Research And Support",1750,False
1751,Cancer Vaccines Market,Raise,Entity,Cancer Vaccines Market,1751,False
1752,Candriam Luxembourg S.C.A.,Stock,Entity,Candriam Luxembourg S.C.A.,1752,False
1753,Cannabis,Raise,Entity,Cannabis,1753,False
1754,Cannabis Production,No Category,Entity,Cannabis Production,1754,False
1755,Cannabis-Infused Beverage Stocks,Will Cannabis-Infused Beverage Stocks Live Up to the Hype or Fizzle Out?,Entity,Cannabis-Infused Beverage Stocks,1755,False
1756,Canoo Inc.,Impact,Entity,Canoo Inc.,1756,False
1757,Canoo Stock,Impact,Entity,Canoo Stock,1757,False
1758,Canopy Growth,COMP,Entity,Canopy Growth,1758,False
1759,Canopy Growth Inc.,AAPL,Entity,Canopy Growth Inc.,1759,False
1760,Cantel Medical Corp.,COMP,Entity,Cantel Medical Corp.,1760,False
1761,Cantor Fitzgerald,FIN_INSTRUMENT,Entity,Cantor Fitzgerald,1761,False
1762,Cantor Fitzgerald's Overweight Rating,No Category,Entity,Cantor Fitzgerald's Overweight Rating,1762,False
1763,CapOne,FIN_INSTRUMENT,Entity,CapOne,1763,False
1764,Capex Cycle Stocks,Impact,Entity,Capex Cycle Stocks,1764,False
1765,Capital,Decrease,Entity,Capital,1765,False
1766,Capital Advisors,Positive_Impact_On,Entity,Capital Advisors,1766,False
1767,Capital Expenditure,Decrease,Entity,Capital Expenditure,1767,False
1768,Capital Expenditures,No Category,Entity,Capital Expenditures,1768,False
1769,Capital Gains,No Category,Entity,Capital Gains,1769,False
1770,Capital Guidance Range,No Category,Entity,Capital Guidance Range,1770,False
1771,Capital International Inc,COMP,Entity,Capital International Inc,1771,False
1772,Capital International Ltd Stock,COMP,Entity,Capital International Ltd Stock,1772,False
1773,Capital Investment,INTC,Entity,Capital Investment,1773,False
1774,Capital One,Capital One Stock,Entity,Capital One,1774,False
1775,Capital One's,Consumer Loan Business,Entity,Capital One's,1775,False
1776,Capital Returns,FIN_INSTRUMENT,Entity,Capital Returns,1776,False
1777,Capital Spending,Explicit_Rate_Action,Entity,Capital Spending,1777,False
1778,"Capital Square, LLC",FIN_INSTRUMENT,Entity,"Capital Square, LLC",1778,False
1779,Capital Structure,AAPL,Entity,Capital Structure,1779,False
1780,Capital expenditure,Spend,Entity,Capital expenditure,1780,False
1781,Car Industry,ECON_INDICATOR,Entity,Car Industry,1781,False
1782,Caraway Therapeutics,Acquired,Entity,Caraway Therapeutics,1782,False
1783,Caraway Therapeutics Stock,Acquired,Entity,Caraway Therapeutics Stock,1783,False
1784,Carbon Capture Project,No Category,Entity,Carbon Capture Project,1784,False
1785,Carbon Capture Targets,Negative_Impact_On,Entity,Carbon Capture Targets,1785,False
1786,Carbon Credits,FIN_INSTRUMENT,Entity,Carbon Credits,1786,False
1787,Carbon Emissions Intensity,No Category,Entity,Carbon Emissions Intensity,1787,False
1788,Carbon-Capture Effort,No Category,Entity,Carbon-Capture Effort,1788,False
1789,Carbonated Soft Drink Market,COMP,Entity,Carbonated Soft Drink Market,1789,False
1790,Cardano,COMP,Entity,Cardano,1790,False
1791,Cardiovascular Events Risk,Label Expansion,Entity,Cardiovascular Events Risk,1791,False
1792,Carige's 500 Branches,No Category,Entity,Carige's 500 Branches,1792,False
1793,Carl Icahn,US Dollar,Entity,Carl Icahn,1793,False
1794,Carnival Cruise,COMP,Entity,Carnival Cruise,1794,False
1795,Carter Worth And Mike Khouw's,ACTIVITY,Entity,Carter Worth And Mike Khouw's,1795,False
1796,Cascend,S&P 500,Entity,Cascend,1796,False
1797,Case-Shiller,MCD,Entity,Case-Shiller,1797,False
1798,Cash Distribution,No Category,Entity,Cash Distribution,1798,False
1799,Cash Dividend,No Category,Entity,Cash Dividend,1799,False
1800,Cash Flow,ytd cash flow,Entity,Cash Flow,1800,False
1801,Cash Position,No Category,Entity,Cash Position,1801,False
1802,Cashback Rewards,No Category,Entity,Cashback Rewards,1802,False
1803,Catalent,Manufacturing Partner,Entity,Catalent,1803,False
1804,Catalina,Not Specified,Entity,Catalina,1804,False
1805,Catastrophe Losses,Q4 2018,Entity,Catastrophe Losses,1805,False
1806,Caterpillard,CAT,Entity,Caterpillard,1806,False
1807,Caterpiller,Oversold Territory,Entity,Caterpiller,1807,False
1808,Caterpillier Stock,Raise,Entity,Caterpillier Stock,1808,False
1809,Caterpillinar,CAT,Entity,Caterpillinar,1809,False
1810,Cathie Wood,Stock,Entity,Cathie Wood,1810,False
1811,Cathie Wood Stocks,No Category,Entity,Cathie Wood Stocks,1811,False
1812,Cathie Wood's ARK Invest,No Category,Entity,Cathie Wood's ARK Invest,1812,False
1813,Celgene Stock,AMGN,Entity,Celgene Stock,1813,False
1814,Centene Corp,COMP,Entity,Centene Corp,1814,False
1815,CenterPoint Energy,No Category,Entity,CenterPoint Energy,1815,False
1816,Centerbridge Partners,COMP,Entity,Centerbridge Partners,1816,False
1817,Central America,No Category,Entity,Central America,1817,False
1818,Cerner,COMP,Entity,Cerner,1818,False
1819,Cervical Cancer,Approval,Entity,Cervical Cancer,1819,False
1820,Challenging Competitive Marketplace,No Category,Entity,Challenging Competitive Marketplace,1820,False
1821,Characteristic,Recession-Proof,Entity,Characteristic,1821,False
1822,Chargeback Issues,No Category,Entity,Chargeback Issues,1822,False
1823,Charles Schwab Trust Co,No Category,Entity,Charles Schwab Trust Co,1823,False
1824,Charter,COMP,Entity,Charter,1824,False
1825,Charter Cable Deal,No Category,Entity,Charter Cable Deal,1825,False
1826,Charter Communications,COMP,Entity,Charter Communications,1826,False
1827,Charter Communications Stock,Impact,Entity,Charter Communications Stock,1827,False
1828,Charter Stock,COMP,Entity,Charter Stock,1828,False
1829,Chase Bank Stock,COMP,Entity,Chase Bank Stock,1829,False
1830,Chase Coleman,FIN_INSTRUMENT,Entity,Chase Coleman,1830,False
1831,ChatGPT,iOS Market,Entity,ChatGPT,1831,False
1832,ChatGPT and a Chip Startup,No Category,Entity,ChatGPT and a Chip Startup,1832,False
1833,Chatbots,No Category,Entity,Chatbots,1833,False
1834,Chatbots Market,No Category,Entity,Chatbots Market,1834,False
1835,"Chatham Capital Group, Inc.",FIN_INSTRUMENT,Entity,"Chatham Capital Group, Inc.",1835,False
1836,Cheapest Stocks,INTC,Entity,Cheapest Stocks,1836,False
1837,Check Capital Management Inc,FIN_INSTRUMENT,Entity,Check Capital Management Inc,1837,False
1838,Check Point Software,S&P 500,Entity,Check Point Software,1838,False
1839,Chegg Stock,ECON_INDICATOR,Entity,Chegg Stock,1839,False
1840,Chemical Industry,Raise,Entity,Chemical Industry,1840,False
1841,Chemical names,No Category,Entity,Chemical names,1841,False
1842,ChemoCentryx Stock,AMGN,Entity,ChemoCentryx Stock,1842,False
1843,Chemours,No Category,Entity,Chemours,1843,False
1844,Chicago Partners Investment Group LLC,FIN_INSTRUMENT,Entity,Chicago Partners Investment Group LLC,1844,False
1845,Chick-Fil-A,Impact,Entity,Chick-Fil-A,1845,False
1846,China Accounts For 5%-10% Of Total Company Sales,CAT,Entity,China Accounts For 5%-10% Of Total Company Sales,1846,False
1847,China Airlines Orders Four 777 Freighters,No Category,Entity,China Airlines Orders Four 777 Freighters,1847,False
1848,China Business,No Category,Entity,China Business,1848,False
1849,China Businesses,No Category,Entity,China Businesses,1849,False
1850,China COVID curbs,No Category,Entity,China COVID curbs,1850,False
1851,China COVID woes,No Category,Entity,China COVID woes,1851,False
1852,China Daily,MSFT,Entity,China Daily,1852,False
1853,China Eastern,FIN_INSTRUMENT,Entity,China Eastern,1853,False
1854,China Eastern Airlines,COMP,Entity,China Eastern Airlines,1854,False
1855,China Eastern jet,Stock,Entity,China Eastern jet,1855,False
1856,China Fears,DOW,Entity,China Fears,1856,False
1857,China Funds JV,ECON_IND,Entity,China Funds JV,1857,False
1858,China Headlines,DOW,Entity,China Headlines,1858,False
1859,China Imports,No Category,Entity,China Imports,1859,False
1860,China Joint Venture,No Category,Entity,China Joint Venture,1860,False
1861,China Market,No Category,Entity,China Market,1861,False
1862,China News,ECON_INDICATOR,Entity,China News,1862,False
1863,China Phone Shipments - research firm,No Category,Entity,China Phone Shipments - research firm,1863,False
1864,China Production,No Category,Entity,China Production,1864,False
1865,China Protest?,No Category,Entity,China Protest?,1865,False
1866,China Renaissance,MSFT,Entity,China Renaissance,1866,False
1867,China Risk,No Category,Entity,China Risk,1867,False
1868,China Sales Forecast,No Category,Entity,China Sales Forecast,1868,False
1869,China Sell-Off,Impact,Entity,China Sell-Off,1869,False
1870,China Southern,No Category,Entity,China Southern,1870,False
1871,China Stock Market,COMP,Entity,China Stock Market,1871,False
1872,China Stocks,No Category,Entity,China Stocks,1872,False
1873,China Trade,No Category,Entity,China Trade,1873,False
1874,China Trade Deal News,DOW,Entity,China Trade Deal News,1874,False
1875,China Trade Decision,No Category,Entity,China Trade Decision,1875,False
1876,China Trade Fears,Raise,Entity,China Trade Fears,1876,False
1877,China Trade Optimism,EVENT,Entity,China Trade Optimism,1877,False
1878,China Trade War News Forced Nvidia Stock Sell,COMP,Entity,China Trade War News Forced Nvidia Stock Sell,1878,False
1879,China Uncertainty,ECON_INDICATOR,Entity,China Uncertainty,1879,False
1880,China Virus,US Dollar,Entity,China Virus,1880,False
1881,China Virus Scare,No Category,Entity,China Virus Scare,1881,False
1882,China and Ethiopia,FIN_INSTRUMENT,Entity,China and Ethiopia,1882,False
1883,China commerce minister,ECON_INDICATOR,Entity,China commerce minister,1883,False
1884,China lockdowns,S&P 500,Entity,China lockdowns,1884,False
1885,China market,COMP,Entity,China market,1885,False
1886,China travel boost,Raise,Entity,China travel boost,1886,False
1887,China's Economic Growth,Co-move,Entity,China's Economic Growth,1887,False
1888,China's Economy,COMP,Entity,China's Economy,1888,False
1889,China's Growth Expectation for 2020,Impact,Entity,China's Growth Expectation for 2020,1889,False
1890,China's Medical Reimbursement List,National Business Daily,Entity,China's Medical Reimbursement List,1890,False
1891,China's Metal Restrictions,Not Specified,Entity,China's Metal Restrictions,1891,False
1892,China's President Xi,No Category,Entity,China's President Xi,1892,False
1893,China's Turnaround,No Category,Entity,China's Turnaround,1893,False
